utterance	labels
  Same category?  Michael Flatley, Lord of the Dance!	1
  Serious?	1
  That's all right.  Hey. (they all walk away from Chandler)	1
  What are you crazy? That's a baby!  Hey, you're gonna be fine. You're one of the most caring, most responsible men in North America. You're gonna make a great dad.  Well, only if you order stuff.	1
  (mocking Paolo) Blah blah blah, blah blah blah... blah blaaaaaah....  Wha-What did he say that was so funny?  That's... that's classic.	1
  Okay, all right.  Fan out! Fan out!  (jumping in triumph) OH YES!!!!!  Yeah, well, I couldn't find any cards, so it was either this or Strip Bag Of Old Knitting Stuff.  All right, relax. It's just a shoe.  Fine. Gang up on me! I got you all right where I want you.  Actually, y'know it's kinda cold, so how about I keep my boxers on, and give you all a peek at the good stuff?	1
  ...And so then I realised. All this stuff I had been doing. proposing to Joshua, lying to Ross about why I couldn't come to the wedding. Was all just a way of...  Ehh, pardon me?  But he has to know how I feel!	1
  Pheebs, he seems to enjoy it.  Well, have-have you told him how you feel?	0
  That's me.  Actually, uh, we're both the father. (Puts his arm around Joey)  Please tell me you know which one is our baby.  Ok.  Yeah?  Hey, Ben, remember us? Ok, the mole came off.  What're we gonna do? What're we gonna do?  Oh, we're gonna flip for the baby?  All right, call it in the air.	0
  Excuse me. Hi.  Well, your kind of sitting in my seat.	1
  Who's Chip?  The guy who took Rachel to the prom? Why is he calling you?  Monica, you're so lucky! He's like the most popular guy in school!!  (to Rachel) I was just leaving.  Why? Did you write it?  Well ah, actually...	1
  No, Stephen Hurs was the kid who would eat anything for money, David Stein was the guy who had no elbows.  OK that's not what he was doing. Alright, he was looking for his bus money. [a voice in the background calls for makeup]  Oh uh, o, OK.  Well, uh, let's try one more. . . there you go, say Ernie's, 8 o'clock.  No one was around to hear that? [back to Rachel and Monica]	1
  Alright, alright, but you better be wearing clothes when I open my eyes.  Sweet mother of all that is good and pure.  Congratulations!  So uh, which one is mine?	0
  (as Rachel) (Suddenly laughing) Oh, god, I am so spoiled... That's it!  (as Rachel) I used to wet my bed.	0
  What are you talking about?  What?	1
  I- I think they're great! I, I really do.  (To Ross) Do you remember the Ludwins? The big one had a thing for you, didn't she?  Aw, Mom...	0
  Yeah baby!	0
  Marcel?  Marcel?  Um, we're kind of having an emergency and we-we were looking for something...  Yes have you seen any?	1
  Why don't you go up there and ask him to 'step lightly, please?'  Ooh, that is silly. (gets up) I'll go up there, I'll tell him to keep it down.	1
  Hey guys!  All right, here's the ring. (Shows Chandler the wedding ring he plans on giving Emily)  So uh, any ideas for the bachelor party yet?  I sort've already asked Chandler.  Joey, I figured you'd understand. I mean, I-I've known him a lot longer.  (to Chandler) Wait-wait, so, you get to be my best man twice and I never get to be yours at all?	1
  (answering her phone at work) Hello.  Oh, hi.  Well, there was a disaster in shipping and I've got to get this order in. Honey, I'm so sorry, but it looks like I'm gonna be here all night.	0
  No, I know, I know, that this is Frank's life, (walks behind them, they turn around in the leather chairs to face her) y'know. Y'know, I don't want to be all judgmental, y'know, but this is sick, it's sick and wrong!  No-no, oh, I'm fine with the age thing y'know, until it starts sticking it's tongue down my little brother's throat!  But, I mean, do you think he's gonna enjoy it when he's up to his elbows in the diapers from all the babies they have to have right away?! This is not fair to Frank, (she walks behind them again, and hey again turn to follow her) and it-it's not fair to the babies, and y'know what, it's not good home economics.  Yes. Not out loud.  Yeah, but if I do tell him, then he's gonna hate myself. I mean look at him and his Mom, I can't. (pause) But, you guys can, please you gotta talk him out of it.	1
"  I don't know, I could maybe go out for a couple of beers, but there's this thing about bumblebees on The Discovery Channel that I was planning to watch.  Nooo!! Gandolf?! Gandolf is coming to town?  Dude, we are sooo gonna party!  Mike ""Gandolf"" Ganderson, only like the funest guy in the world.  I'm gonna call after you!"	0
  Uh, so, uh, Rach, uh... do you wanna save this wrapping paper, I mean, it's only a little bit torn... so are you gonna go for it with Ross or should I just throw it out?  Oh my God, me too! Oh! Oh, we'd be like friends-in-law! Y'know what the best part is? The best part is that you already know everything about him! I mean, it's like starting on the fifteenth date!  Another good point.  Why isn't it working out?  Is he not cute enough for you?  Does he not make enough money?	1
  [sullenly] Hiiiiii.  Yeah, yeah, just a tough day at work. A stegosaurus fell over and trapped a kid. Whoa, whoa, I know this jacket, this is, th--Fun Bobby's jacket! Where is he, what. He, he's here, isn't he?  Don't toy with me. [Fun Bobby (FBOB) enters from Monica's bedroom.]  Hey, Fun Bobby!  Not at all! I love this guy. Hey, I was so psyched to hear you're back with my sister!	0
  Chandler is fantastic!!  Oh God, we just clicked! Y'know how people just click? Like he came by to pick me up, and I opened the door, and it was just like, click! Did he tell you?	1
"  (entering) Hey!!  Guess what. Frank Jr., and Alice got married!  And! And, they're gonna have a baby! (The gang is shocked.) And! And, they want me to grow it for them in my uterus. (The gang is stunned into silence.)  Yeah  Ewww! And ""Oh no!"" It's-they just want me to be the surrogate. It's her-it's her egg and her sperm, and I'm-I'm just the oven, it's totally their bun.  Well, they said that I had to think about it first, but what is there to think about? I'm gonna be giving them the greatest gift you can possibly give.  I know!  Yeah, what's your point?  Y'know you guys were a lot more supportive when I wanted to make denim furniture."	0
  Well at least, I'm going to mute it.  Hi!  Okay.	1
  Nothing.  In a month?  You mean, you mean 30 days?	1
  Oh yeah.  Yeah alright. [they sit at the couch]  Oh, sorry we didn't know.	0
  Oh no no no no, no no no no no no, you see, what I had planned shouldn't take more that 2, 3 minutes tops.	1
  Ah here, we brought wine.  So, Monica, how's the ankle?	1
  Look, here's what we'll do. We'll put all keys and watches in the hat over there. Alright. [they all put their keys and watches in the hat and put it on a mail box] Alright, c'mon man, let's do this. [they all jump in the street and prepare to fight]  Actually, you know, uh, I gotta show this apartment tomorrow and uh, you know, this no faces thing might not be a bad idea.  Oh really, you guys tryin' again?	0
  [enters] Check it out man, I tore it off some mannaquin in the alley behind Macy's.  So I got it in the junior miss department, big diff. Anyway check it out man, it's gonna make a hell of a conversation piece at out next cocktail party, huh pal?  Yeah, you know, put chips in it, we'll make like a chip chick.  Uh yes, I think I vaguely recall it.  Uh, yes.  We took a road trip to Las Vegas man.	0
  Oh, could somebody give me a hand with this zipper?  Up!  Yeah, I did. I needed my lucky dress.  Ohh, God! Look at him, he's so cute. I wanna go over there, grab him, and kiss him! How can I kiss him and not letting him know that I like him?  What?	1
  Okay.  Oh! Ooh! Umm!  Hey, why don't you?  Uh-huh, yeah!  No, I'm really okay with this. Y'know why? 'Cause look at them, and I made that, so... I know it's gonna be like a million times harder to give up a baby but, oh my God, it's gonna feel like a million times better, right? I wanna do this. (To Frank and Alice) I wanna carry your baby.	0
  And may-maybe we could end up on a boat again?	1
  Well, thanks again for lunch.  It was, wasn't it?  Wasn't it?  You too.  Great! I'm looking forward to it. Rachel, any messages?	1
  Yeah, well you promised Barry, you'd marry him. (Rachel glares at her, and she retreats to safety between Richard's legs)  Woo-hoo, stuud!  Woo-hoo, geeek!  Please!	1
  Oh, shoot, we gotta go, got a reservation in 30 minutes.  Oh, 200 seconds of passion. We gotta go.  But um, here's an idea, have you ever worn women's underwear?	1
  Hello, Chandler.  Margha.  Mar-gha.	1
  (looking fearfully at Joey) Hey, he's not crying. (Ben starts crying)  You, you are gonna love this.  Stay back, I've got kiwi. Run, Joey, Run!	0
  (entering from bedroom) Okay, I'll be back in just a minute. Oh, Phoebe I'm sorry that I left lipstick marks on the phone.  Oh, then it must've been you. Bye. (leaves)	0
  What do you got there?  How come the writing is in Spanish?	0
  Gunther, Gunther, please, I've worked here for two and a half years, I know the empty trays go over there. (points to the counter.)	1
  ...and then Zana, just let one rip!! (laughs histerically)  You know where I work!	1
  Calm down, we got time, we're running a little late.  Yeah, we loves 'em. I've never seen him with-(He gets a whiff of Joey and starts smelling around.)  You.  You?  What?	1
  Me neither, y'know what-  What are you mad at me for?!	1
  I don't know, Chandler. Let's take a look.  Why, it's dinner for six. 5 steaks, and an eggplant for Phoebe.  Yeah, we switched meat suppliers at work, and the new guys gave me the steaks as sort of a thank-you.  It's on us, all right, so don't worry. It's our treat.  Like?  Charity?	1
  (entering, wearing a white suit with a little red bow tie) Hey, you guys! Guess what?  Y'know what I didn't wear this suit for a year because you hated it. Well, guess what? You're not my girlfriend anymore so...  Right.  (to Monica) You like it right?	0
  I'm also thinking about opening up my own restaurant.	0
  All right, all right, if you insist on doing this, at least let me help you.  No. That's not what I'm saying. I just may know a few things that might help you inflict some pain.  Yeah? Listen closely, Devon has got a weak ankle.  One swift kick and he'll back off.  And that big bloke with the beard, he has got a trick hip. Yeah. And uh, and David over there, I heard he doesn't wear a cup.	0
  Hang on buddy! (He goes over and unlocks the door and opens it to reveal a fully furnished apartment.)  I sure did.  Well, I just thought it'd make me feel good to do something nice for my friend.  Oh no-no-no. This is amazing. (He goes over and presses a button on a remote control that opens the entertainment center doors revealing the TV.)  Well, y'know I'm 29. I mean who needs a savings account.  Oh, I don't know.  You mean with Casey.  Or Casey.	0
  Hey, Mon, if you were hoping to sleep with Joshua the first time tonight, which one of these would you want to be wearing. (She's holding two frilly, lace nighties.)  Sorry. I'm so exited! I've been waiting for this for months! I got my hair coloured! I got new sheets! I'm making him a very fancy meal.	0
  Hey, honey! What's the matter? (Monica shows her, her hat.) Fine, I was just trying to be nice! Whoa!  Well, wait a minute, you're the boss! Why don't you just yell at them? Or, fire them?	1
  Wow! There's a lot I didn't know about vomit. (The duck comes to the door of the bathroom, quacking.) (To the duck) In a minute. (The duck goes back into the bathroom.)  Twelve hundred dollars? You think I have $1200? I'm home in the middle of the day, and I got patio furniture in my living room. I guess there's a few things you don't get from book learnin'.  How about zero down and zero a month for a long, long time?	0
  Hey!  Nice uh, costume.	0
  Please. This is so your fault.  Look, Carol never threw me out of a room before you came along.  You tryin' to be clever? A funny lady?  Oh, I'm threatened by you?	1
  I'm telling you, she went to the airport, and she's gonna go for it with Ross!  Guys, you got your hair cut.	0
  W-wait. What is that?  No, no, I don't.	1
  I think it's great. Y'know, it's sweet, it's romantic...  No, you kidding? The guy's a freak.. (Ross enters off camera)  Oh, I thought you were great in Silence of the Lambs. Oh come on, admit it! All things considered, you had fun tonight.  You gotta do it, man.	1
  (To a woman who he has clearly just met) And then the peacock bit me. (Laughs) Please kiss me at midnight. (She leaves)  Ooh. Uh, I don't know how to tell you this, but she's in Monica's bedroom, getting it on with Max, that scientist geek. Ooh, look at that, I did know how to tell you.  And the moment of joy is upon us.  Y'know, I uh.. just thought I'd throw this out here. I'm no math whiz, but I do believe there are three girls and three guys right here. (Makes kiss noise)	0
  (rushing up) Hey-Hey-Hey! Who was that?  Goin' out, huh? Wow! Wow! (Does a little celebration dance) So things didn't work out with Kathy, huh? Bummer.  (shocked) What?  Wait! You're going out with Kathy!  Well, I'm upset-for you. I mean, having sex with an endless line of beautiful women must be very unfulfilling for you. (He can't believe he just sad that.)	1
  Ooo, a crossword! Can I help?  Fine. But you can't help me develop my new universal language.  Mon! I'm so happy for you!	0
  It just doesn't...feel like we're breaking up.  Okay.  Thanks.  Okay. (Starts to button up his shirt)  I'm getting dressed.  When I walk outside naked people throw garbage at me.  What is it?  Ah-ha, you're not the boss of me. (She kisses him) Yeah, you are! (She handcuffs him to the chair) Ooh, saucy.  You are, you're gonna leave me like this?  Okay. But if you don't come back soon, (She leaves and closes the door) there's pretty much nothing I can do about it!	0
  Yeah, what' going on?  Awwww!	0
  Hey, mate.  Do you realise that we have not seen each other since the night of that U2 concert?  We were playing rugby.	0
  Hey.  Ok, Love Story, Brian's Song, and Terms of Endearment.  Yeah, I talked to my grandma about the Old Yeller incident, and she told me that my mom used to not show us the ends of sad movies to shield us from the pain and sadness. You know, before she killed herself. [Chandler and Joey enter]	1
  Okay, relax, relax. We are gonna be here for a while, it looks like, and we still have boyfriends and your career to cover.  Oh! ...Yeah, they were gross. Oh, you know what I loved? Her Sweet 'n' Los. How she was always stealing them from- from restaurants.  Not just restaurants, from our house.  She looks so small.  Well, at least she's with Pop-Pop and Aunt Phyllis now.  Bye, Nana.  Y'know how-how the nurse said that-that Nana had passed? Well, she's not, quite..  She's not- past, she's present, she's back.  She may have died.	1
  Hi, I'm selling Brown Bird cookies.  No, hi, I'm, I'm an honorary Brown Bird (does the Brown Bird salute.)  Ah, well, it means that I can sell cookies, but I'm not invited to sleep-overs.	1
  Oh, hi, darling!  Oh, well we cut the trip short.  Oh, say no more!	1
  (seeing Ross and Bonnie inside Central Perk) Oh my God! Phoebe look, it's Ross and that girl.  Phoebe! (goes back to the window)  Come on Phoebe, look at that! They are not breaking up, look at them. Okay that's, you know what that is? That is a, that is a second date, that's what that is! Look at that, she just put her hand on his thigh...  Ohh! (walking away from the window) Phoebe, this is all your fault! Now he loves her, he's gonna marry her, and this is all your fault.  You said she was bald!!  Phoebe, we can't, we just can't just let it happen! Okay, we have to do something! We have to break them up! Okay? Just go in there and like, shave her head! You owe me one bald girl!!  (quietly) Yes.  Yes.	1
  Esther Livingston. [scratches out name] Gone. [Phoebe enters.]  Hi, Phoe.  Oh, just updating the phonebook.  [nervously] Oh. Oh, sure, sure, uh, uh, how come?  Oh, sure, yeah. [gets a box with the pictures] This is the one of you father in a meadow, and, uh, helping a little boy fly a kite, and here he is at a graduation. . . another graduation. . . another graduation.  Is it really your fa--I can't... well of course it is.  Look, I. . .  Alright, that is not your father, that's just a picture of a guy in a frame.  It was your mother's idea. Ya know, she didn't want you to know your real father because it hurt her so much when he left, and, I didn't want to go along with it, but, well then she died and, and it was harder to argue with her. Not impossible, but harder.  Last I heard, he was a pharmacist somewhere upstate.	0
  No, forget it.  All right, fine. Um, you were not the only one there. (Camera fades to Ross, who's listening very carefully) Joey was there too.  No.  No, it was just the three of us.  (laughs) You know what?  There were times when it wasn't even me.  Mon, Ethan called again. Mon?  Ethan called again.  I, I didn't say any... I sw... I did not say anything, I swear. He stopped by.	1
  Ok, thanks for coming, I hope you guys had fun.  Ok will do. So glad you came.  Ok, let me go check. Your mom want's to say goodbye.	0
  (joining them) Hey guys.  So, anyone up for a midnight dip in the ocean?  Okay, I'll see you in a bit.	0
  Oh please, I saw the way you were checking out his mouldings. You want it.  Well it wouldn't kill you to say it once in a while.  What?  Woah, woah, woah. I don't need a roommate either, OK? I can afford to live here by myself. Ya know, I may have to bring in somebody once a week to lick the silverware.  Look, you know what? If this is the way you feel, then maybe you should take it.	1
  Hey hey hey! She's on!  Your mom was arrested?	1
  Hey Duck, is Chick here?  Yeah, but y'know, I think the reason we're not getting that spin right is because my apartment's too small.  No, I ahh, had another idea.  I know, we did it!! Hey, that was incredible, huh?!  Thank you, listen, thanks a lot Tribbiani, (checks watch). Oh my God, look at the time, I gotta catch the bus to the ball.  Yeah.  Ahh, thanks but no. You see I-I think I'm ready to dance with girls.  Yeah.	0
  (trying to bite into an apple) Ow! Ow! (drops the apple in disgust.)  All right, fine, fine, but if you're my next victim, don't come back as a poltergeist and like suck me into the TV set.  Although, don't feel like you can't visit.	0
  All right, well I'm gonna put my sweats back on.  Yeah?  Stripping!  Okay, look, I'm gonna have to ask you all to leave.  Look, forget it. We tried, but Phase Three is a lost cause, Okay? Those strippers were insanely hot, and I couldn't picture myself with any of them. (Sits back in disgust.)	1
  Okay, okay, what's going on?  Yeah, well, does he look upset? Does he look like he was just told to shove anything?  What? What? What?!	0
  Huh.  I know.	1
  Hey, hey.  Yes, I am. As of today, I am officially Joey Tribbiani, actor slash model.  You know those posters for the city free clinic?  No, but I hear lyme disease is open, so... (crosses fingers)  Thanks.  Yeah.	1
  Yeah.  Yeah.	0
  Let me see that. (Monica shows her) Oh, yeah.  Well, y'know, sometimes that helps. (She realises what that could've meant.)	0
  So uhh, how's the palace?  Oh, uhh, actually I uh, have some news.  Well, uh, why don't you ask him yourself. Joey, this is my new roommate Eddie.  Well you know, we got to talking and uh, he said he needed a place and I had a spare room.	0
  Ohhh, I wanna come over there and give you a hug and wish you luck on your wedding, but I don't-can't get up.  Great! Yeah, could you bring me the newspaper?  Oh, have a great wedding!  Oh, hey, Chandler I wanna hug you too!  Oh, and great! You might as well bring me my book, it's on the counter in your apartment.	0
  But, we pick again! We pick again!	1
  Oh, hey.  Yeah, I'm sorry man.	0
  What, you don't think I know that?  Okay, but isn't sex better when it's with one person that you really, really care about.  You don't have it anymore?  Okay, so wait, all right, so how does that make things better?  Okay, so what you used to have with Rachel, is what I've got with Alice.  It's so cool man, it's so, it's just 'cause being with her is so much better than like not being with her.  You can have it!	1
  But, but this is my gig. This is where I play. My, my name is written out there in chalk. You know, you can't just erase chalk.  And he's going to be paying this woman? Why doesn't he just give her like a throne, and a crown, and like a, you know, gold stick with a ball on top.  Yeah, ok. You probably did everything you could.	1
  Rachel?  I don't know if you heard about what happened between me and Phoebe the other day_	1
  Oh my God, oh my God, oh my God, oh my God. You are not gonna believe this. I have just been discovered.  Anyway, OK, now promise you won't like, freak out and say how great this is until I'm done, OK.  OK. I just met this producer of this like, teeny record company, who said that I have a very fresh, offbeat sound and she wants to do a demo of Smelly Cat.  I told you not to do that yet. And, she wants to do a video.  I'm not done yet, OK. God. OK, if that goes well, they may even want to make an album. [everyone is quiet, unsure if she's done or not]  I'm done now.	0
  I made a bet with myself that you have beautiful eyes. Now that I see them, I win.	1
  Hello-dillillio!!  (to Monica) Take off your shirt!  Yeah, Jell-o just like Mom used to make.	0
  Ohh.  Mom, there are so many people in my life. Some of them are seeing people and some of them aren't. Is that crystal?	1
  I really can't say.  I can't say.  I'm sorry, but I can't say.  I better get out of here, I'm gonna miss my flight.  Pleasure.  Take care. [Phoebe and Ryan walk outside.]	1
  We're notwe're not saying anything.  (to the girls) We were playing poker, alright...  And then he did.  There just don't happen to be any women in our games.	1
  You kids ready?  All right.  Oh, wait, wait, wait, wait, I think I forgot my receipt.  Why not?  (gets his receipt and notices the twenty) What is this? Who put a twenty down here? Huh?	1
  He- he pooped in my shoe.  Those cute little black ones I wear all the time.	1
  That is amazing.  If can invade Poland, there isn't anything I can't do.	0
"  So Pheebs, do they know about each other?  Hey.  (going over to him) Well?!  Well what is it?!  Oh! Maybe they'll name yours after you! Y'know, they'll call it, The Ross. And then people would be like, ""Awww, he's got a Ross."""	0
  How'd the callback go?  Good for you.	0
  C'mon in.  Yeah! It's fine, it's fine. Robbie's gonna be here for hours.  So, how ya doin?	0
  [peeks back out] Ok, now that your coat is safely in the bedr-, [sees that the coast is clear] oh, ok we can come back out in the living room.	0
  Hey. Ross, did you know Mom and Dad are going to Puerto Rico for Thanksgiving?  Yes, they are. The Blymens invited them.  I am not wrong.  No, I just talked to them.	1
  Come on, let's go!  Yeah, losers talk!  Yeah!	1
"  Oh! I knew it! I knew it! I felt really thick this morning.  Embryossss? As in, ""More than one?""  Five? Okay, where am I giving birth, a hospital or a big box under the stairs?  That's it! 25 percent? That means that's it's like 75 percent chance of no baby at all!  Okay, well y'know what, don't worry you guys, 'cause I'm-I'm gonna do this as many times as it takes to get it right."	0
  Actually, me too.  Oh damn, I hate that.	1
  Oh, but the party's only just getting started!  So why did you plan a party at the same time?  But Ross, I'm such having a great time! Your sister has just been telling me that you used to dress up like little, old ladies and hold make-believe tea parties.	0
  Yeah!	0
  All right now remember, something this big and long is going to be difficult to manuver, fortunately I have a lot of experience in that area.  All right, ladies and gentlemen, let's poke. (they start to advance the giant poking device) Steady. Steady. Okay, a little higher. Careful of the angle. Okay, okay, we're approaching the window (as he says this the camera cuts to their view of Ugly Naked Guy, so that we actually see him!) Thread the needle. Thread the needle.	1
  Oh sure, Cilantro Larry.  How could you say yes, what about our catering business?  Oh, in that case-(hops up and down in joy)-Yay! (Monica looks confused) That was me hopping on board.	1
  Rachel, there's nothing in it.  OK, here you go. Good luck.	0
  Oh my God! Thank you! Thank you so much! (He grabs the ring, kisses it, and then does a double-take realising where it's been.)  No, that's all right.	0
  [entering] There she is.  Sweetie! So this is where you work? Oh, it's wonderful! Is it a living room? Is it a restaurant? Who can tell? But I guess that's the fun.  Monica! You look gorgeous! Last time I saw you, it was eat or be eaten.  Oh hello, Ross.  So, what do you think of my daughter in the apron with the big job?  If you didn't pour the coffee, no one would have anything to drink.  This is just so exciting. You know, I never worked. I went straight from my father's house to the sorority house to my husband's house. I am just so proud of you.	0
  Well, you were pretty damn good.	0
  Is-is-is that message old or new? (yelling) Old or new?! Old or new?!  What if it's new? I mean, we agreed not to talk again, unless we had something really important to say. Shouldn't I call him back?  Huh?	1
  Hey.  Oh, there's banana on it.  So then you know? (Phoebe nods her head)  Oh, good. Thanks.  Okay, all right don't judge me to much. Okay? Um, but I saw this info-mercial, and um, I swear to you I have never-ever bought anything on TV before, except for this mop. But there was this stuff on leg waxing, it just, it looked so amazing....  Yes! Have you seen it?	0
  (entering) Everbody this is Frank! This is my half-brother Frank.  This is everybody. This is Ross.  Chandler.  Joey.  This is Monica.  And this is Rachel.  I'm gonna get coffee.	1
  [to Ross on the stairs] I have a wonderful idea. You should take Rachel to the prom.  Jack, give me that. Talk to your son.	1
  (entering) Hey! (Goes to the fridge.)	1
  Okay, (reading the card) Fonzy gives you two thumbs up, collect two cool points. Yeah.  Okay, come on! (blows on the dice) Daddy needs a new pair of electromagnetic microscopes for the Prehistoric Forensics Department! (They all look at him, and he shuts up and rolls the dice.) (he moves his piece) Okay. (reading a card) Take Pinky Tuscadero up to Inspiration Point, collect three cool points!! Yeah! Which gives me five, and let's see who is gonna lose their clothes. Ummmm, I think I pick our strip poker sponsor Mr. Joey Tribianni.	0
  Whoa, hey! What are doing? Trying to get me drunk?  Okay.	1
  Well now you have two. Hey, I am good at math.  Hey! Well, I've been preparing for that my entire life! Or something about you that's mean!	1
  (holding Ben) Look Benny, spoon. (moves it back and forth) Spoon. Come on! All right, y'know what I think he's bored.  Okay. Okay honey, he's fine, he's fine, let's just put him down. Come here, Ben. (sets him on the couch) See that's a good boy. (to Monica) How could you do that to him!! Ross trusted me, what is he going to say?!  We're not?!  All right, I like that.  So we're okay, we're okay, we're okay, (starts to exam Ben) aren't we? No, we're not okay, we're not okay, there's a bump, there's a bump.  I cannot push it in!  Okay, okay, okay.  Okay.  Or. We could put a hat on his head.  We need a hat..  Oh, oh, oh, I'll get 'Rainy Day Bear'!! (runs to get him)	1
  (entering) Hey guys!  I just wanted to thank you again for last night, what a great party! And the guys from work had a blast. Y'know, one of them had never been to a bachelor party before. Yeah! And-and another one had never been to a party before, so...  Yeah, right!  That ring? When my grandmother first came to this country, that ring and the clothes on her back were all she had with her.  Oh absolutely! It has been in my family for generations, and every bride who has worn it has had a long and happy life.  My-my ring? My-my wedding ring? The-the stripper stole my wedding ring?! H-how?! How could this all happen?!  (dialling the phone) All right-all right, fine! I-I'm gonna call the cops!  Not on you! On the stripper!  Okay, well, we'll call the company that sent her!	0
  Hey guys, does anybody know a good date place in the neighborhood?  OK, ahem, hey, does anybody know a good place if you're not dating a puma?  Her name is Celia. She's not a bug lady. She's curator of insects at the museum.	1
  Oh, my god, I am so glad you called me. I had the most supremely awful day.  We got the proofs back from that photo shoot, you know, the one with the little vegetables. Anyway, they pretty much sucked, so, I blew off the rest of the day, and I went shopping...(looks through her bags)... and I got you, I'm looking, I'm looking, I'm looking, I got you...  What?  I got you...these. (pulls out a pair of socks)  Well, I knew you had the Rockys, and so I figured, you know, you can wear Bullwinkle and Bullwinkle, or you can wear Rocky and Rocky,or, you can mix and match, moose and squirrel. Whatever you want.	0
  Uh, you left out the stupid part.  I think it's totally insane, I mean, they work for the hospital. It's like returning to the scene of the crime. You know, I say we blow off the dates.	1
  One ticket to Yemen?  I'm sorry sir, I don't understand.	1
  (Entering from her bedroom, talking on the phone) Yeah, once again, I am sorry. Thank you. Bye. (To the gang) I just had to turn down a job catering a funeral for sixty people.  Sixty guests.  Because I don't have the money or the equipment to handle something that big on such short notice. I mean there's no way.  I don't know.  Really? Cause I'd need like $500 for all the food and the supplies and stuff.  Well, you're not working either.  Yeah, that'd be great! Thank you!	1
  Wow! And you got a petticure. Your feet are all dressed up.  You're gonna do some feet flirtin'!	0
  (to Phoebe) Here you go. You can wear this. (hands her a sweater)  Uh-huh.  Phoebe?  All right. Honey, that's-that's a sleeve. Okay?  And! We also have speaker phone. (She turns on the speaker phone.)  Okay, wait, you gotta hang up 'cause we're gonna be late.	1
